token,lemma,upos,clique,stem,synonyms,hypernyms
works,work,VERB,17,work,act|act upon|bring|crop|cultivate|do work|exercise|exploit|ferment|figure out|forge|form|function|go|influence|knead|lick|make|make for|mold|mould|operate|play|process|put to work|puzzle out|run|shape|solve|sour|turn|work|work on|work out|wreak,succeed|win|come through|bring home the bacon|deliver the goods|transform|transmute|transubstantiate|work|put to work|pass|go|proceed|move|displace|make|create|use|utilize|utilise|apply|employ|fix|prepare|set up|ready|gear up|set|be|affect|impact|bear upon|bear on|touch on|touch|operate|run|manage|deal|care|handle|stimulate|excite|stir|capture|enamour|trance|catch|becharm|enamor|captivate|beguile|charm|fascinate|bewitch|entrance|enchant|create from raw material|create from raw stuff|manipulate|understand|convert|change state|turn|become|get
only,only,ADV,17,onli,alone|but|entirely|exclusively|just|merely|only|only if|only when|simply|solely,NA
when,when,ADV,17,when,,NA
citation,citation,NOUN,17,citat,acknowledgment|citation|Citation|cite|commendation|credit|mention|quotation|quote|reference,award|accolade|honor|honour|laurels|speech act|note|annotation|notation|excerpt|excerption|extract|selection|summons|process
information,information,NOUN,17,inform,data|entropy|info|information|selective information,message|content|subject matter|substance|cognition|knowledge|noesis|accusation|accusal|collection|aggregation|accumulation|assemblage|information measure
available,available,ADJ,17,avail,available|uncommitted|usable|useable,
thus,thus,ADV,18,thu,hence|so|thence|therefore|thus|thusly,NA
such,such,ADJ,18,such,such(a),
techniques,techniques,NOUN,18,techniqu,,NA
work,work,NOUN,18,work,body of work|employment|oeuvre|piece of work|study|work|workplace,activity|product|production|occupation|business|job|line of work|line|learning|acquisition|energy|free energy|geographic point|geographical point|end product|output
scientific,scientific,ADJ,18,scientif,scientific,
domain,domain,NOUN,18,domain,area|arena|demesne|domain|domain of a function|field|knowledge base|knowledge domain|land|orbit|sphere|world,environment|region|set|class|stratum|social class|socio-economic class|content|cognitive content|mental object
suitable,suitable,ADJ,18,suitabl,desirable|suitable|suited|worthy,
generic,generic,ADJ,18,gener,generic,
contains,contain,VERB,18,contain,arrest|bear|carry|check|comprise|contain|control|curb|hold|hold back|hold in|incorporate|moderate|stop|take|turn back,include|restrain|keep|keep back|hold back|be|defend
texts,texts,NOUN,18,text,,NA
news,news,NOUN,18,new,intelligence|news|news program|news show|newsworthiness|tidings|word,information|info|broadcast|program|programme|interest|interestingness
articles,article,NOUN,18,articl,article|clause,nonfiction|nonfictional prose|piece|artifact|artefact|section|subdivision|determiner|determinative
blog,blog,NOUN,18,blog,blog|web log,diary|journal
meeting,meeting,NOUN,18,meet,coming together|confluence|congress|encounter|get together|group meeting|meeting|merging,gathering|assemblage|social gathering|social affair|convergence|assembly|converging|convergency|geographic point|geographical point
transcripts,transcript,NOUN,18,transcript,copy|transcript,writing|written material|piece of writing|written record|written account
nguyen,nguyen,ADV,19,nguyen,,NA
kan,kan,NOUN,19,kan,,NA
extracted,extract,VERB,19,extract,distil|distill|draw out|educe|elicit|evoke|excerpt|express|extract|press out|pull|pull out|pull up|rip out|take out|tear out,remove|take|take away|withdraw|obtain|interpret|construe|see|make|create|separate|get|acquire|choose|select|pick out|calculate|cipher|cypher|compute|work out|reckon|figure
keyphrases,keyphrase,NOUN,19,keyphras,,NA
scientific,scientific,ADJ,19,scientif,scientific,
papers,papers,NOUN,19,paper,document|papers|written document,writing|written material|piece of writing
enriching,enrich,VERB,19,enrich,enrich,better|improve|amend|ameliorate|meliorate|add
feature,feature,NOUN,19,featur,characteristic|feature|feature article|feature film|feature of speech|lineament,property|attribute|dimension|body part|movie|film|picture|moving picture|moving-picture show|motion picture|motion-picture show|picture show|pic|flick|article|merchandise|ware|product
set,set,VERB,19,set,adjust|arrange|coif|coiffe|coiffure|congeal|correct|countersink|define|determine|do|dress|fix|fructify|gear up|go down|go under|jell|lay|lay out|limit|localise|localize|mark|place|plant|pose|position|prepare|put|ready|rig|set|set up|sic|specify|typeset,move|displace|choose|take|select|pick out|lay down|establish|make|change|alter|modify|arrange|set up|adjust|set|correct|stage|present|represent|descend|fall|go down|come down|compose|write|put|place|pose|position|lay|originate|initiate|start|solidify|print|impress|bury|sink|hone|assail|assault|set on|attack|estimate|gauge|approximate|guess|judge|equip|fit|fit out|outfit|fix|prepare|ready|gear up|reproduce|procreate|multiply|groom|neaten
morphological,morphological,ADJ,19,morpholog,geomorphologic|geomorphological|morphologic|morphological|structural,
information,information,NOUN,19,inform,data|entropy|info|information|selective information,message|content|subject matter|substance|cognition|knowledge|noesis|accusation|accusal|collection|aggregation|accumulation|assemblage|information measure
found,find,VERB,19,find,ascertain|bump|chance|come up|detect|determine|discover|encounter|feel|find|find oneself|find out|get|get hold|happen|incur|line up|notice|observe|obtain|receive|recover|regain|retrieve|rule|see|witness,spy|sight|get|acquire|reason|reason out|conclude|experience|see|go through|gestate|conceive|conceptualize|conceptualise|learn|hear|get word|get wind|pick up|find out|get a line|discover|pronounce|label|judge|change|perceive|comprehend|reach|make|attain|hit|arrive at|gain|mature|maturate|grow
text,text,NOUN,19,text,school text|schoolbook|text|text edition|textbook|textual matter,matter|passage|book
also,also,ADV,19,also,also|as well|besides|likewise|too,NA
example,example,NOUN,19,exampl,case|deterrent example|example|exemplar|exercise|good example|illustration|instance|lesson|model|object lesson|representative,information|representation|mental representation|internal representation|ideal|admonition|monition|warning|word of advice|happening|occurrence|occurrent|natural event|lesson
domain,domain,NOUN,19,domain,area|arena|demesne|domain|domain of a function|field|knowledge base|knowledge domain|land|orbit|sphere|world,environment|region|set|class|stratum|social class|socio-economic class|content|cognitive content|mental object
dependent,dependent,ADJ,19,depend,dependant|dependent|drug-addicted|hooked|pendant|pendent|qualified|strung-out|subject|subordinate,
keyphrase,keyphrase,NOUN,19,keyphras,,NA
extraction,extraction,NOUN,19,extract,descent|extraction|origin,natural process|natural action|action|activity|ancestry|lineage|derivation|filiation|removal|remotion
third,third,ADJ,20,third,3rd|tertiary|third,
existing,exist,VERB,20,exist,be|exist|live|subsist|survive,
supervised,supervise,VERB,20,supervis,manage|monitor|oversee|superintend|supervise,administer|administrate|observe
methods,method,NOUN,20,method,method|method acting,know-how|acting|playing|playacting|performing
collection,collection,NOUN,20,collect,accumulation|aggregation|appeal|assemblage|assembling|collecting|collection|compendium|ingathering|solicitation,group|grouping|publication|request|petition|postulation
dependent,dependent,ADJ,20,depend,dependant|dependent|drug-addicted|hooked|pendant|pendent|qualified|strung-out|subject|subordinate,
use,use,VERB,20,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
statistical,statistical,ADJ,20,statist,statistical,
features,feature,NOUN,20,featur,characteristic|feature|feature article|feature film|feature of speech|lineament,property|attribute|dimension|body part|movie|film|picture|moving picture|moving-picture show|motion picture|motion-picture show|picture show|pic|flick|article|merchandise|ware|product
derived,derive,VERB,20,deriv,come|deduce|deduct|derive|descend|educe|gain|infer,reason|reason out|conclude|obtain|evolve|make|create
document,document,NOUN,20,document,document|papers|text file|written document,writing|written material|piece of writing|representation|communication|computer file
caragea,caragea,NOUN,20,caragea,,NA
godea,godea,NOUN,20,godea,,NA
chuang,chuang,NOUN,20,chuang,,NA
manning,mann,VERB,20,mann,,NA
heer,heer,NOUN,20,heer,,NA
nguyen,nguyen,ADV,20,nguyen,,NA
kan,kan,NOUN,20,kan,,NA
demeester,demeester,NOUN,20,demeest,,NA
develder,develder,NOUN,20,develd,,NA
frequency,frequency,NOUN,21,frequenc,absolute frequency|frequence|frequency|oftenness|relative frequency,rate|ratio|cardinal number|cardinal
based,base,VERB,21,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs
statistical,statistical,ADJ,21,statist,statistical,
features,feature,NOUN,21,featur,characteristic|feature|feature article|feature film|feature of speech|lineament,property|attribute|dimension|body part|movie|film|picture|moving picture|moving-picture show|motion picture|motion-picture show|picture show|pic|flick|article|merchandise|ware|product
tf,tf,NOUN,21,tf,,NA
positions,position,NOUN,21,posit,attitude|berth|billet|emplacement|lieu|locating|location|military position|office|perspective|place|placement|position|positioning|post|posture|side|situation|spatial relation|spot|stance|status|stead|view,point|orientation|bodily property|state|occupation|business|job|line of work|line|relation|role|activity|condition|status|attitude|mental attitude|opinion|view|item|function|office|part|assumption
occurrence,occurrence,NOUN,21,occurr,happening|natural event|occurrence|occurrent,event|presence
collection,collection,NOUN,22,collect,accumulation|aggregation|appeal|assemblage|assembling|collecting|collection|compendium|ingathering|solicitation,group|grouping|publication|request|petition|postulation
sensitive,sensitive,ADJ,22,sensit,raw|sensible|sensitive|sore|tender,
change,change,NOUN,22,chang,alteration|change|modification|variety,happening|occurrence|occurrent|natural event|relation|action|consequence|effect|outcome|result|event|issue|upshot|cash|hard cash|hard currency|thing|clothing|article of clothing|vesture|wear|wearable|habiliment|coin|difference
drastically,drastically,ADV,22,drastic,drastically,
slight,slight,ADJ,22,slight,flimsy|fragile|little(a)|slender|slight|slim|svelte|tenuous|thin,
alteration,alteration,NOUN,22,alter,adjustment|alteration|change|modification|revision,happening|occurrence|occurrent|natural event|change|transformation|translation
training,training,NOUN,22,train,breeding|education|grooming|preparation|training,activity|upbringing
set,set,VERB,22,set,adjust|arrange|coif|coiffe|coiffure|congeal|correct|countersink|define|determine|do|dress|fix|fructify|gear up|go down|go under|jell|lay|lay out|limit|localise|localize|mark|place|plant|pose|position|prepare|put|ready|rig|set|set up|sic|specify|typeset,move|displace|choose|take|select|pick out|lay down|establish|make|change|alter|modify|arrange|set up|adjust|set|correct|stage|present|represent|descend|fall|go down|come down|compose|write|put|place|pose|position|lay|originate|initiate|start|solidify|print|impress|bury|sink|hone|assail|assault|set on|attack|estimate|gauge|approximate|guess|judge|equip|fit|fit out|outfit|fix|prepare|ready|gear up|reproduce|procreate|multiply|groom|neaten
addition,addition,NOUN,23,addit,accession|add-on|addition|gain|improver|increase|plus|summation,component|constituent|element|increase|step-up|indefinite quantity|acquisition|suburb|suburbia|suburban area|arithmetic operation
above,above,ADV,23,abov,above|higher up|in a higher place|supra|to a higher place,
primary,primary,ADJ,23,primari,basal|chief(a)|elemental|elementary|main(a)|master(a)|primary|primary(a)|principal(a),
reasons,reason,NOUN,23,reason,cause|ground|grounds|intellect|rationality|reason|reasonableness|understanding,rational motive|explanation|account|faculty|mental faculty|module|sanity|saneness|justification|fact
algorithms,algorithm,NOUN,23,algorithm,algorithm|algorithmic program|algorithmic rule,rule|formula
require,require,VERB,23,requir,ask|call for|command|demand|expect|involve|necessitate|need|postulate|require|take|want,demand|order|tell|enjoin|say|be
