token,lemma,upos,clique,stem,synonyms,hypernyms
identify,identify,VERB,13,identifi,describe|discover|distinguish|identify|key|key out|name|place,determine|set|denote|refer|see|consider|reckon|view|regard|associate|tie in|relate|link|colligate|link up|connect|recognize|recognise
manual,manual,ADJ,13,manual,manual|manual(a),
operation,operation,NOUN,13,oper,cognitive operation|cognitive process|functioning|mathematical operation|mathematical process|mental process|military operation|operation|performance|procedure|process|surgery|surgical operation|surgical procedure|surgical process,action|activity|activeness|business activity|commercial activity|data processing|medical procedure|work|process|physical process|cognition|knowledge|noesis|calculation|computation|computing
as,as,ADV,13,a,as|equally|every bit,
time,time,NOUN,13,time,clip|clock time|fourth dimension|meter|metre|prison term|sentence|time,case|instance|example|time period|period of time|period|moment|minute|second|instant|attribute|experience|reading|meter reading|indication|dimension|rhythmicity|term
consuming,consume,VERB,13,consum,consume|demolish|deplete|devour|down|eat|eat up|exhaust|go through|have|ingest|run through|squander|take|take in|use up|ware|waste|wipe out,eat up|finish|polish off|spend|expend|drop|destroy|ruin|absorb|engross|engage|occupy
process,process,NOUN,13,process,appendage|cognitive operation|cognitive process|mental process|operation|outgrowth|physical process|procedure|process|summons|unconscious process,activity|cognition|knowledge|noesis|writ|judicial writ|body part|physical entity
perform,perform,VERB,13,perform,do|execute|perform,act|move|re-create|carry through|accomplish|execute|carry out|action|fulfill|fulfil
demonstrated,demonstrate,VERB,14,demonstr,attest|certify|demo|demonstrate|establish|evidence|exhibit|manifest|march|present|prove|shew|show,show|confirm|corroborate|sustain|substantiate|support|affirm|testify|bear witness|prove|evidence|protest|resist|dissent
segmentation,segmentation,NOUN,14,segment,cleavage|division|partition|partitioning|sectionalisation|sectionalization|segmentation,cell division|cellular division|separation
approaching,approach,VERB,14,approach,approach|border on|come near|come on|draw close|draw near|go about|go up|near|set about,come|come up|approximate|come close|act|move|address|accost|come up to
adaptive,adaptive,ADJ,14,adapt,adaptative|adaptive,
threshold,threshold,NOUN,14,threshold,brink|door|doorsill|doorstep|doorway|limen|room access|threshold|verge,beginning|commencement|first|outset|get-go|start|kickoff|starting time|showtime|offset|sensation|esthesis|aesthesis|sense experience|sense impression|sense datum|entrance|entranceway|entryway|entry|entree|sill|boundary|edge|bound
based,base,VERB,14,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs
statistical,statistical,ADJ,14,statist,statistical,
characteristics,characteristic,NOUN,14,characterist,characteristic|device characteristic|feature,property|attribute|dimension|quality|integer|whole number
background,background,NOUN,14,background,backcloth|backdrop|background|background knowledge|background signal|desktop|ground|scope|screen background|setting,inheritance|heritage|view|aspect|prospect|scene|vista|panorama|information|noise|interference|disturbance|accompaniment|concomitant|attendant|co-occurrence|environment|screen|CRT screen|scenery
result,result,NOUN,14,result,answer|consequence|effect|event|final result|issue|outcome|resolution|result|resultant|resultant role|solution|solvent|termination|upshot,phenomenon|statement|ending|conclusion|finish|semantic role|participant role
led,lead,VERB,14,lead,chair|conduce|conduct|contribute|direct|extend|go|guide|head|lead|leave|moderate|pass|precede|result|run|take|top,produce|bring about|give rise|leave|result|lead|precede|induce|stimulate|cause|have|get|make|be|direct|promote|advance|boost|further|encourage|perform|execute|do|travel|go|move|locomote|pass|make pass|hash out|discuss|talk over
over,over,ADV,14,over,all over|o'er|over,NA
low,low,ADJ,14,low,abject|blue|broken|crushed|depleted|depressed|dispirited|down in the mouth|down(p)|downcast|downhearted|gloomy|grim|humble|humbled|humiliated|low|low-down|low-pitched|low-spirited|low-toned|lowly|miserable|modest|scummy|scurvy|small,
morphological,morphological,ADJ,14,morpholog,geomorphologic|geomorphological|morphologic|morphological|structural,
sensitivity,sensitivity,NOUN,14,sensit,predisposition|sensibility|sensitiveness|sensitivity,sense|sensation|sentience|sentiency|sensory faculty|physical property|feeling|susceptibility|susceptibleness|ability
pa,pa,NOUN,14,pa,atomic number 91|dad|dada|daddy|Keystone State|P.A.|P.A. system|pa|Pa|PA|PA system|Pa.|papa|pappa|pascal|Pennsylvania|pop|protactinium|protoactinium|public address system,father|male parent|begetter|metallic element|metal|pressure unit|communication system
blood,blood,NOUN,14,blood,ancestry|blood|blood line|bloodline|descent|line|line of descent|lineage|origin|parentage|pedigree|profligate|rake|rakehell|rip|roue|stemma|stock,liquid body substance|bodily fluid|body fluid|humor|humour|disposition|temperament|libertine|debauchee|rounder|genealogy|family tree|people
vessels,vessel,NOUN,14,vessel,vas|vessel|watercraft,tube|tube-shaped structure|craft|container
signal,signal,NOUN,14,signal,sign|signal|signaling,communication|incitement|incitation|provocation|electricity|electrical energy|power
method,method,NOUN,15,method,method|method acting,know-how|acting|playing|playacting|performing
baik,baik,NOUN,15,baik,,NA
used,use,VERB,15,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
multilayered,multilayer,VERB,15,multilay,,NA
based,base,VERB,15,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs
image,image,NOUN,15,imag,double|effigy|epitome|figure|figure of speech|icon|ikon|image|look-alike|mental image|paradigm|persona|picture|prototype|range|range of a function|simulacrum|trope,representation|mental representation|internal representation|appearance|visual aspect|model|example|rhetorical device|person|individual|someone|somebody|mortal|soul|set|impression|effect
depth,depth,NOUN,15,depth,astuteness|deepness|depth|profoundness|profundity,extent|degree|grade|level|abasement|degradation|abjection|wisdom|sapience|attribute
threshold,threshold,NOUN,15,threshold,brink|door|doorsill|doorstep|doorway|limen|room access|threshold|verge,beginning|commencement|first|outset|get-go|start|kickoff|starting time|showtime|offset|sensation|esthesis|aesthesis|sense experience|sense impression|sense datum|entrance|entranceway|entryway|entry|entree|sill|boundary|edge|bound
using,use,VERB,15,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
local,local,ADJ,15,local,local,
maximum,maximum,ADJ,15,maximum,maximal|maximum,
amplitude,amplitude,NOUN,15,amplitud,amplitude|bountifulness|bounty,shift|displacement|abundance|copiousness|teemingness|magnitude
projection,projection,NOUN,15,project,acoustic projection|ejection|expulsion|forcing out|jut|jutting|project|projection|protrusion|sound projection,prediction|anticipation|prevision|visual communication|plan|program|programme|structure|construction|convex shape|convexity|defense mechanism|defense reaction|defence mechanism|defence reaction|defense|defence|acoustic phenomenon|representation|change of shape|propulsion|actuation
map,map,NOUN,15,map,function|map|mapping|mathematical function|single-valued function,representation|mathematical relation
instead,instead,ADV,15,instead,alternatively|instead|or else|rather,NA
global,global,ADJ,15,global,ball-shaped|global|globose|globular|orbicular|planetary|spheric|spherical|world-wide|world(a)|worldwide,
value,value,NOUN,15,valu,economic value|note value|time value|value,numerical quantity|worth|measure|quantity|amount|color property|duration|continuance|ideal
commonly,commonly,ADV,15,commonli,commonly|normally|ordinarily|unremarkably|usually,
ultrasonic,ultrasonic,ADJ,15,ultrason,supersonic|ultrasonic,
testing,testing,NOUN,15,test,examination|testing,experiment|experimentation|examination|scrutiny|investigation|investigating
system,system,NOUN,15,system,arrangement|organisation|organization|scheme|system|system of rules,instrumentality|instrumentation|group|grouping|matter|method|structure|body part|plan of action|live body|orderliness|methodicalness
also,also,ADV,15,also,also|as well|besides|likewise|too,NA
call,call,NOUN,15,call,birdcall|birdsong|call|Call|call option|claim|cry|margin call|outcry|phone call|shout|song|telephone call|vociferation|yell,telephone|telephony|inclination|disposition|tendency|utterance|vocalization|demand|animal communication|visit|request|asking|instruction|command|statement|program line|decision|determination|conclusion|option
gate,gate,NOUN,15,gate,gate|logic gate,movable barrier|computer circuit|gross|revenue|receipts|passageway
selection,selection,NOUN,15,select,choice|excerpt|excerption|extract|natural selection|option|pick|selection|survival|survival of the fittest,action|assortment|mixture|mixed bag|miscellany|miscellanea|variety|salmagundi|smorgasbord|potpourri|motley|decision making|deciding|natural process|natural action|activity|passage
however,however,ADV,16,howev,all the same|at the same time|even so|however|nevertheless|nonetheless|notwithstanding|still|withal|yet,NA
choice,choice,NOUN,16,choic,alternative|choice|option|pick|selection,decision making|deciding|action
depth,depth,NOUN,16,depth,astuteness|deepness|depth|profoundness|profundity,extent|degree|grade|level|abasement|degradation|abjection|wisdom|sapience|attribute
location,location,NOUN,16,locat,emplacement|fix|localisation|localization|locating|location|placement|position|positioning,object|physical object|activity|determination|finding|workplace|work
threshold,threshold,NOUN,16,threshold,brink|door|doorsill|doorstep|doorway|limen|room access|threshold|verge,beginning|commencement|first|outset|get-go|start|kickoff|starting time|showtime|offset|sensation|esthesis|aesthesis|sense experience|sense impression|sense datum|entrance|entranceway|entryway|entry|entree|sill|boundary|edge|bound
fixed,fix,VERB,16,fix,bushel|cook|define|deposit|desex|desexualise|desexualize|determine|doctor|fasten|fix|fixate|furbish up|gear up|get|limit|make|mend|pay back|pay off|posit|prepare|ready|repair|restore|secure|set|set up|situate|specify|sterilise|sterilize|touch on|unsex,better|improve|amend|ameliorate|meliorate|attach|choose|take|select|pick out|create from raw material|create from raw stuff|get even|get back|establish|found|plant|constitute|institute|fix|prepare|set up|ready|gear up|set|operate on|operate|influence|act upon|work|put|place|pose|position|lay|change|alter|modify
images,image,NOUN,16,imag,double|effigy|epitome|figure|figure of speech|icon|ikon|image|look-alike|mental image|paradigm|persona|picture|prototype|range|range of a function|simulacrum|trope,representation|mental representation|internal representation|appearance|visual aspect|model|example|rhetorical device|person|individual|someone|somebody|mortal|soul|set|impression|effect
signal,signal,NOUN,16,signal,sign|signal|signaling,communication|incitement|incitation|provocation|electricity|electrical energy|power
out,out,ADV,16,out,away|out,NA
range,range,NOUN,16,rang,ambit|chain|chain of mountains|compass|cooking stove|grasp|image|kitchen range|kitchen stove|mountain chain|mountain range|orbit|range|range of a function|range of mountains|reach|scope|stove,extent|limit|tract|piece of land|piece of ground|parcel of land|parcel|geological formation|formation|facility|installation|assortment|mixture|mixed bag|miscellany|miscellanea|variety|salmagundi|smorgasbord|potpourri|motley|set|capability|capableness|potentiality|kitchen appliance
depending,depend,VERB,16,depend,bank|bet|calculate|count|depend|look|reckon|rely|swear,be|trust
gate,gate,NOUN,16,gate,gate|logic gate,movable barrier|computer circuit|gross|revenue|receipts|passageway
length,length,NOUN,16,length,distance|duration|length,fundamental quantity|fundamental measure|physical property|dimension|temporal property|extent|size|section|segment
motion,motion,NOUN,16,motion,apparent motion|apparent movement|gesture|motility|motion|move|movement|question,visual communication|happening|occurrence|occurrent|natural event|change|state|proposal|optical illusion
artifacts,artifact,NOUN,16,artifact,artefact|artifact,whole|unit
different,different,ADJ,16,differ,different,
tissue,tissue,NOUN,16,tissu,tissue|tissue paper,body part|paper
types,type,NOUN,16,type,case|character|eccentric|type,kind|sort|form|variety|adult|grownup|taxonomic group|taxonomic category|taxon|character|graph|grapheme|graphic symbol|symbol|block
affect,affect,NOUN,16,affect,affect,feeling
accuracy,accuracy,NOUN,16,accuraci,accuracy|truth,quality
imaging,image,VERB,16,imag,envision|fancy|figure|image|picture|project|see|visualise|visualize,visualize|visualise|imagine|conceive of|ideate|envisage
early,early,ADV,17,earli,ahead of time|betimes|early|early on|too soon,NA
automatically,automatically,ADV,17,automat,automatically|mechanically,
detectable,detectable,ADJ,17,detect,detectable|noticeable|perceptible,
skin,skin,NOUN,17,skin,baldhead|baldpate|baldy|cutis|hide|peel|pelt|skin|skinhead|tegument,connective tissue|body covering|surface|animation|life|living|aliveness|bully|tough|hooligan|ruffian|roughneck|rowdy|yob|yobo|yobbo|person|individual|someone|somebody|mortal|soul|rind|bag
profile,profile,NOUN,17,profil,profile|visibility,chart|graph|outline|lineation|biography|life|life story|life history|salience|saliency|strikingness|cross section
volumetric,volumetic,ADJ,17,volumet,,NA
pam,pam,NOUN,17,pam,,NA
