token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
getting,get,VERB,167,get,acquire|aim|amaze|arrest|arrive|baffle|beat|become|beget|begin|bewilder|bring|bring forth|bugger off|buzz off|capture|catch|cause|come|commence|contract|convey|develop|draw|drive|dumbfound|engender|experience|father|fetch|find|fix|flummox|fuck off|generate|get|get down|get under one's skin|go|gravel|grow|have|incur|induce|let|make|mother|mystify|nonplus|obtain|pay back|pay off|perplex|pose|produce|puzzle|receive|scram|set about|set out|sire|start|start out|stick|stimulate|stupefy|suffer|sustain|take|vex,change state|turn|make|get|change|transmit|transfer|transport|channel|channelize|channelise|undergo|get even|get back|score|hit|tally|rack up|seize|prehend|clutch|sicken|come down|communicate|intercommunicate|alter|modify|mean|intend|understand|attract|pull|pull in|draw|draw in|acquire|buy|purchase|hear|hurt|ache|suffer|leave|go forth|go away|catch|annoy|rag|get to|bother|get at|irritate|rile|nark|nettle|gravel|vex|chafe|devil|touch|stir|reproduce|effect|effectuate|set up|destroy|ruin|confuse|throw|fox|befuddle|fuddle|bedevil|confound|discombobulate|experience|receive|have|create,S002002551930043X,S002002551930043X_167
global,global,ADJ,167,global,ball-shaped|global|globose|globular|orbicular|planetary|spheric|spherical|world-wide|world(a)|worldwide,NA,S002002551930043X,S002002551930043X_167
average,average,NOUN,167,averag,average|norm,statistic|ratio|scale value,S002002551930043X,S002002551930043X_167
shortest,shortest,ADJ,167,shortest,NA,NA,S002002551930043X,S002002551930043X_167
path,path,NOUN,167,path,course|itinerary|path|route|track|way|way of life,course|course of action|way|line,S002002551930043X,S002002551930043X_167
length,length,NOUN,167,length,distance|duration|length,fundamental quantity|fundamental measure|physical property|dimension|temporal property|extent|size|section|segment,S002002551930043X,S002002551930043X_167
takes,take,VERB,167,take,accept|acquire|admit|adopt|aim|ask|assume|bring|call for|carry|charter|choose|claim|conduct|consider|consume|contain|contract|convey|deal|demand|direct|drive|engage|exact|fill|film|get|get hold of|guide|have|hire|hold|ingest|involve|lead|learn|lease|look at|make|necessitate|need|occupy|pack|pick out|postulate|read|remove|rent|require|select|shoot|strike|study|submit|subscribe|subscribe to|take|take aim|take away|take in|take on|take up|train|use up|withdraw,NA,S002002551930043X,S002002551930043X_167
unweighted,unweighted,ADJ,167,unweight,NA,NA,S002002551930043X,S002002551930043X_167
weighted,weight,VERB,167,weight,angle|burden|burthen|slant|weight|weight down,charge|bias|predetermine,S002002551930043X,S002002551930043X_167
network,network,NOUN,167,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S002002551930043X,S002002551930043X_167
core,core,NOUN,49,core,burden|center|centre|Congress of Racial Equality|core|CORE|core group|effect|essence|gist|heart|heart and soul|inwardness|kernel|magnetic core|marrow|meat|nitty-gritty|nub|nucleus|pith|substance|sum,set|center|centre|midpoint|content|cognitive content|mental object|sample|nongovernmental organization|NGO|meaning|significance|signification|import|torus|toroid|chamber|bar,S0020025520312263,S0020025520312263_49
as,as,ADV,49,a,as|equally|every bit,NA,S0020025520312263,S0020025520312263_49
identified,identify,VERB,49,identifi,describe|discover|distinguish|identify|key|key out|name|place,determine|set|denote|refer|see|consider|reckon|view|regard|associate|tie in|relate|link|colligate|link up|connect|recognize|recognise,S0020025520312263,S0020025520312263_49
accessibility,accessibility,NOUN,49,access,accessibility|approachability|availability|availableness|handiness,convenience|friendliness,S0020025520312263,S0020025520312263_49
entropy,entropy,NOUN,49,entropi,entropy|information|randomness|S|selective information,information measure|physical property,S0020025520312263,S0020025520312263_49
diversity,diversity,NOUN,49,divers,diverseness|diversity|multifariousness|variety,heterogeneity|heterogeneousness|condition|status,S0020025520312263,S0020025520312263_49
tends,tend,NOUN,49,tend,NA,NA,S0020025520312263,S0020025520312263_49
covered,cover,VERB,49,cover,address|breed|brood|compensate|comprehend|continue|cover|cover up|cross|cut across|cut through|deal|embrace|encompass|enshroud|extend|get across|get over|handle|hatch|hide|incubate|insure|overcompensate|overlay|pass over|plow|report|shroud|spread over|track|traverse|treat|underwrite|wrap up,touch|adjoin|meet|contact|be|satisfy|fulfill|fulfil|live up to|broach|initiate|include|pass|inform|protect|hide|conceal|see|check|insure|see to it|ensure|control|ascertain|assure|guarantee|warrant|compensate|counterbalance|correct|make up|even out|even off|even up|endow|indue|gift|empower|invest|endue|substitute|deputize|deputise|step in|envelop|enfold|enwrap|wrap|enclose|copulate|mate|pair|couple|play|reproduce|procreate|multiply|dress|clothe|enclothe|garb|raiment|tog|garment|habilitate|fit out|apparel,S0020025520312263,S0020025520312263_49
faster,faster,ADJ,49,faster,NA,NA,S0020025520312263,S0020025520312263_49
network,network,NOUN,49,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025520312263,S0020025520312263_49
borders,border,NOUN,49,border,border|borderline|boundary line|delimitation|edge|margin|mete|molding|moulding|perimeter,boundary|bound|bounds|edge,S0020025520312263,S0020025520312263_49
following,follow,VERB,97,follow,abide by|accompany|adopt|be|come|come after|comply|conform to|espouse|fall out|follow|keep abreast|keep an eye on|keep up|observe|play along|postdate|pursue|stick to|stick with|succeed|surveil|survey|take after|trace|travel along|watch|watch over,travel|go|move|locomote|result|ensue|obey|imitate|copy|simulate|be|choose|take|select|pick out|analyze|analyse|study|examine|canvass|check|check up on|look into|check out|suss out|check over|go over|check into|play|originate|arise|rise|develop|uprise|spring up|grow|act|behave|do|practice|apply|use|understand|persevere|persist|hang in|hang on|hold on,S0020025520312263,S0020025520312263_97
parameters,parameter,NOUN,97,paramet,argument|parameter|parametric quantity,constant|constant quantity|invariable|factor|address|computer address|reference|value|quantity,S0020025520312263,S0020025520312263_97
used,use,VERB,97,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move,S0020025520312263,S0020025520312263_97
create,create,VERB,97,creat,create|make|produce,act|move|appoint|charge|make|create,S0020025520312263,S0020025520312263_97
networks,network,NOUN,97,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025520312263,S0020025520312263_97
number,number,NOUN,97,number,act|bit|figure|issue|number|numeral|phone number|routine|telephone number|turn,amount|definite quantity|performance|public presentation|signal|signaling|sign|symbol|periodical|company|positive identification|size|item|grammatical category|syntactic category|merchandise|ware|product,S0020025520312263,S0020025520312263_97
nodes,node,NOUN,97,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system,S0020025520312263,S0020025520312263_97
main,main,ADJ,128,main,chief(a)|independent|main(a)|master(a)|primary(a)|principal(a),NA,S0020025520312263,S0020025520312263_128
advantage,advantage,NOUN,128,advantag,advantage|reward|vantage,asset|plus|point|benefit|welfare,S0020025520312263,S0020025520312263_128
dynamics,dynamics,NOUN,128,dynam,dynamics|kinetics,mechanics,S0020025520312263,S0020025520312263_128
tends,tend,NOUN,128,tend,NA,NA,S0020025520312263,S0020025520312263_128
present,present,ADJ,128,present,present|present(a),NA,S0020025520312263,S0020025520312263_128
higher,higher,ADJ,128,higher,higher(a),NA,S0020025520312263,S0020025520312263_128
learning,learn,VERB,128,learn,acquire|ascertain|check|con|determine|discover|find out|get a line|get wind|get word|hear|instruct|larn|learn|memorise|memorize|pick up|read|see|study|take|teach|watch,study|hit the books|inform,S0020025520312263,S0020025520312263_128
rate,rate,NOUN,128,rate,charge per unit|pace|rate,magnitude relation|quantitative relation|charge|temporal property|proportion,S0020025520312263,S0020025520312263_128
when,when,ADV,128,when,NA,NA,S0020025520312263,S0020025520312263_128
many,many,ADJ,128,mani,many,NA,S0020025520312263,S0020025520312263_128
nodes,node,NOUN,128,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system,S0020025520312263,S0020025520312263_128
have,have,VERB,128,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA,S0020025520312263,S0020025520312263_128
already,already,ADV,128,alreadi,already,NA,S0020025520312263,S0020025520312263_128
visited,visit,VERB,128,visit,bring down|call|call in|chaffer|chat|chatter|chew the fat|chit-chat|chitchat|claver|confab|confabulate|gossip|impose|inflict|inspect|jaw|natter|see|shoot the breeze|travel to|visit,tour|travel|trip|jaunt|meet|get together|communicate|intercommunicate|converse|discourse|bide|abide|stay|afflict|smite,S0020025520312263,S0020025520312263_128
important,important,ADJ,134,import,authoritative|crucial|important|of import|significant,NA,S0020025520312263,S0020025520312263_134
property,property,NOUN,134,properti,attribute|belongings|dimension|holding|place|prop|property,possession|attribute|geographical area|geographic area|geographical region|geographic region|concept|conception|construct|object|physical object,S0020025520312263,S0020025520312263_134
network,network,NOUN,134,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025520312263,S0020025520312263_134
science,science,NOUN,134,scienc,science|scientific discipline|skill,discipline|subject|subject area|subject field|field|field of study|study|bailiwick|ability|power,S0020025520312263,S0020025520312263_134
related,relate,ADJ,134,relat,NA,NA,S0020025520312263,S0020025520312263_134
many,many,ADJ,134,mani,many,NA,S0020025520312263,S0020025520312263_134
processes,processis,NOUN,134,processi,NA,NA,S0020025520312263,S0020025520312263_134
complex,complex,NOUN,134,complex,building complex|complex|composite|coordination compound,whole|compound|chemical compound|feeling|structure|construction,S0020025520312263,S0020025520312263_134
networks,network,NOUN,134,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025520312263,S0020025520312263_134
including,include,VERB,134,includ,admit|include|let in,see|consider|reckon|view|regard|add|permit|allow|let|countenance,S0020025520312263,S0020025520312263_134
knowledge,knowledge,NOUN,134,knowledg,cognition|knowledge|noesis,psychological feature,S0020025520312263,S0020025520312263_134
acquisition,acquisition,NOUN,134,acquisit,accomplishment|acquirement|acquisition|attainment|learning|skill,acquiring|getting|transferred property|transferred possession|basic cognitive process|ability|power,S0020025520312263,S0020025520312263_134
discovery,discovery,NOUN,134,discoveri,breakthrough|discovery|find|uncovering,act|deed|human action|human activity|disclosure|revelation|revealing|insight|brainstorm|brainwave,S0020025520312263,S0020025520312263_134
diffusion,diffusion,NOUN,134,diffus,diffusion|dispersal|dispersion|dissemination,natural process|natural action|action|activity|spread|spreading|distribution|dispersion,S0020025520312263,S0020025520312263_134
spreading,spreade,NOUN,134,spread,NA,NA,S0020025520312263,S0020025520312263_134
learning,learn,VERB,147,learn,acquire|ascertain|check|con|determine|discover|find out|get a line|get wind|get word|hear|instruct|larn|learn|memorise|memorize|pick up|read|see|study|take|teach|watch,study|hit the books|inform,S0020025520312263,S0020025520312263_147
curves,curve,NOUN,147,curv,bend|bender|breaking ball|curvature|curve|curve ball|curved shape,line|pitch|delivery|shape|form|configuration|contour|conformation|section|segment,S0020025520312263,S0020025520312263_147
represented,represent,VERB,147,repres,act|be|comprise|constitute|correspond|defend|exemplify|interpret|lay out|make up|map|play|present|represent|stage|stand for|symbolise|symbolize|typify,equal|be|mean|intend|serve|express|verbalize|verbalise|utter|give tongue to|embody|personify|re-create|describe|depict|draw|remonstrate|point out|state|say|tell|permute|commute|transpose,S0020025520312263,S0020025520312263_147
dimensional,dimensional,ADJ,147,dimension,dimensional,NA,S0020025520312263,S0020025520312263_147
space,space,NOUN,147,space,blank|blank space|distance|infinite|outer space|place|quad|space,attribute|amorphous shape|location|area|country|space|infinite|character|graph|grapheme|graphic symbol|time interval|interval|expanse|surface area|type,S0020025520312263,S0020025520312263_147
clusters,cluster,NOUN,147,cluster,bunch|clump|cluster|clustering,agglomeration,S0020025520312263,S0020025520312263_147
identified,identify,VERB,147,identifi,describe|discover|distinguish|identify|key|key out|name|place,determine|set|denote|refer|see|consider|reckon|view|regard|associate|tie in|relate|link|colligate|link up|connect|recognize|recognise,S0020025520312263,S0020025520312263_147
